Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-279,Compound 12,O=C(N[C@H](C5=CC=CC=C5)C(C)(C)OCCC6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,733.9,10.1021/acsmedchemlett.6b00434
MKI-280,Compound 13,O=C(N[C@H](C1=CC=CC=C1)[C@H](CO)OCCC2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,757.3,10.1021/acsmedchemlett.6b00434
MKI-281,Compound 14,O=C(N[C@@H](C5=CC=CC=C5)[C@@H](CO)OCCC6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,3.443,10.1021/acsmedchemlett.6b00434
MKI-282,Compound 21,O=C(N[C@@H](C1=CC=CC=C1)COCCN2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,5.014,10.1021/acsmedchemlett.6b00434
MKI-283,Compound 25,O=C(N[C@@H](C5=CC=CC=C5)[C@@H](O)OCCC6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,24.3,10.1021/acsmedchemlett.6b00434
MKI-284,Compound 26,O=C(N[C@@H](C1=CC=CC=C1)[C@H](O)OCCC2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,118.2,10.1021/acsmedchemlett.6b00434
MKI-285,Compound 41,O=C(N[C@@H](C5=CC=CC=C5)C(C)(C)OC/C=C\6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,633.5,10.1021/acsmedchemlett.6b00434
MKI-286,Compound 47,O=C(N[C@H](C1=CC=CC=C1)[C@@H](OCCC2)[C@@H](O)C)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,687.3,10.1021/acsmedchemlett.6b00434
MKI-287,Compound 48,O=C(N[C@H](C5=CC=CC=C5)[C@@H](OCCC6)[C@H](O)C)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,4.107,10.1021/acsmedchemlett.6b00434
MKI-288,Compound 50,O=C(N[C@@H](C1=CC=C(OC)C(F)=C1)COC[C@@H](O)C2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=C(OC)C(F)=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,6.284,10.1021/acsmedchemlett.6b00434
MKI-289,Compound 52,O=C(N[C@@H](C5=CC=CC(F)=C5)COC[C@@H](O)C6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC(F)=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,14.49,10.1021/acsmedchemlett.6b00434
MKI-290,Compound 54,O=C(N[C@@H](C1=CC=CC(Cl)=C1)COC[C@@H](O)C2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=C(Cl)C(F)=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,5.088,10.1021/acsmedchemlett.6b00434
MKI-291,Compound 56,O=C(N[C@@H](C5=CC=C(Cl)C(F)=C5)COC[C@@H](O)C6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC(Cl)=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,0.9958,10.1021/acsmedchemlett.6b00434
MKI-292,4,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCC[C@H](N)C4=O)C5=NC(NCCCN4)=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,3.9/33/39/20,10.1021/acsmedchemlett.6b00221
MKI-293,5,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCCC[C@H](N)C9=O)C%10=NC(NCCCN9)=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,17/300/110/100,10.1021/acsmedchemlett.6b00221
MKI-294,6,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCCCCC[C@H](N)C4=O)C5=NC(NCCCN4)=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,30/170/170/70,10.1021/acsmedchemlett.6b00221
MKI-295,7,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCC[C@H](N)C4=O)C5=NC(NCCCCN4)=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,8.9/150/130/130,10.1021/acsmedchemlett.6b00221
MKI-296,8,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCCC[C@H](N)C9=O)C%10=NC(NCCCCN9)=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,2.2/11/13/12,10.1021/acsmedchemlett.6b00221
MKI-297,9,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCCCCC[C@H](N)C4=O)C5=NC(NCCCCN4)=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,0.8/4.2/7.5/2.5,10.1021/acsmedchemlett.6b00221
MKI-298,10,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCC(O)CCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,4.1/40/53/12,10.1021/acsmedchemlett.6b00221
MKI-299,11,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCC(O)CCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,5.6/50/60/13,10.1021/acsmedchemlett.6b00221
MKI-300,12,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCC(O)CCCCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,1.8/14/25/7.5,10.1021/acsmedchemlett.6b00221
MKI-301,13,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCC(O)CCCCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,9.6/26/54/8.9,10.1021/acsmedchemlett.6b00221
MKI-302,14,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCC(O)CCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,8.0/120/170/29,10.1021/acsmedchemlett.6b00221
MKI-303,15,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCC(O)CCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,4.0/36/94/12,10.1021/acsmedchemlett.6b00221
MKI-304,16(UNC3133),CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCC(O)CCCCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,3.0/17/31/6.8,10.1021/acsmedchemlett.6b00221
MKI-305,17,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCC(O)CCCCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,2.6/9.3/22/8.1,10.1021/acsmedchemlett.6b00221
MKI-306,18,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCCC(O)CCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,4.1/28/57/6.3,10.1021/acsmedchemlett.6b00221
MKI-307,19,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCCC(O)CCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,5.0/25/44/5.4,10.1021/acsmedchemlett.6b00221
MKI-308,20,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCCCCC(O)CCCCCCCN4)C5=NC4=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,3.1/18/38/9.6,10.1021/acsmedchemlett.6b00221
MKI-309,21,CN(CC6)CCN6CC(C=C7)=CC=C7C8=CN(CCCCCC(O)CCCCCCCCN9)C%10=NC9=NC=C%108,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,4.9/17/49/13,10.1021/acsmedchemlett.6b00221
MKI-310,24,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=C(OC)C=C4)=N2,COC(C=C1)=CC=C1C2=CNC3=NC=NC=C32,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,86/340/940/250,10.1021/acsmedchemlett.6b00221
MKI-311,27,OC5CCCCCCCNC6=NC=C7C(N(CCCC5)C=C7C8=CC=C(CN9CCOCC9)C=C8)=N6,C12=NC=NC=C1C(C3=CC=C(CN4CCOCC4)C=C3)=CN2,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,16/93/300/75,10.1021/acsmedchemlett.6b00221
MKI-312,28,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=C(C(N5CCOCC5)=O)C=C4)=N2,O=C(N1CCOCC1)C(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,8.1/65/78/26,10.1021/acsmedchemlett.6b00221
MKI-313,29,OC6CCCCCCCNC7=NC=C8C(N(CCCC6)C=C8C9=CC=C(S(N%10CCOCC%10)(=O)=O)C=C9)=N7,O=S(C(C=C1)=CC=C1C2=CNC3=NC=NC=C32)(N4CCOCC4)=O,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,11/110/190/32,10.1021/acsmedchemlett.6b00221
MKI-314,30,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=C(NC(N5CCOCC5)=O)C=C4)=N2,O=C(N1CCOCC1)NC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,30/180/300/84,10.1021/acsmedchemlett.6b00221
MKI-315,31,OC6CCCCCCCNC7=NC=C8C(N(CCCC6)C=C8C9=CC=C(N%10CCOCC%10)C=C9)=N7,C12=NC=NC=C1C(C3=CC=C(N4CCOCC4)C=C3)=CN2,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,32/180/350/68,10.1021/acsmedchemlett.6b00221
MKI-316,32,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=CC=N4)=N2,C12=NC=NC=C1C(C3=CC=CC=N3)=CN2,c1ccc(nc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,54/390/690/63,10.1021/acsmedchemlett.6b00221
MKI-317,33,OC5CCCCCCCNC6=NC=C7C(N(CCCC5)C=C7C8=CC=CN=C8)=N6,C12=NC=NC=C1C(C3=CC=CN=C3)=CN2,c1ccc(cn1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,13/180/210/56,10.1021/acsmedchemlett.6b00221
MKI-318,34,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=NC=C4)=N2,C12=NC=NC=C1C(C3=CC=NC=C3)=CN2,n1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/Tyro3/FLT3(IC50(nM)),Type-I,80/120/170/37,10.1021/acsmedchemlett.6b00221
MKI-319,22,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=CC=C4)=N2,C12=NC=NC=C1C(C3=CC=CC=C3)=CN2,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/FLT3(IC50(nM)),Type-I,140/810/280,10.1021/acsmedchemlett.6b00221
MKI-320,23,OC5CCCCCCCNC6=NC=C7C(N(CCCC5)C=C7C8=CC=C(C)C=C8)=N6,CC(C=C1)=CC=C1C2=CNC3=NC=NC=C32,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/FLT3(IC50(nM)),Type-I,150/620/370,10.1021/acsmedchemlett.6b00221
MKI-321,25,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4=CC=CC(OC)=C4)=N2,COC1=CC(C2=CNC3=NC=NC=C32)=CC=C1,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/FLT3(IC50(nM)),Type-I,160/920/470,10.1021/acsmedchemlett.6b00221
MKI-322,26,OC5CCCCCCCNC6=NC=C7C(N(CCCC5)C=C7C8=CC=CC=C8OC)=N6,COC1=CC=CC=C1C2=CNC3=NC=NC=C32,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/Axl/FLT3(IC50(nM)),Type-I,170/910/550,10.1021/acsmedchemlett.6b00221
MKI-323,3,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CN(CCC[C@H](N)C4=O)C5=NC(NCCCN4)=NC=C53,CN(CC1)CCN1CC(C=C2)=CC=C2C3=CNC4=NC=NC=C43,c1ccc(cc1)c1c[nH]c2c1cncn2,Mer/FLT3(IC50(nM)),Type-I,65/160,10.1021/acsmedchemlett.6b00221
MKI-324,35,OC1CCCCCCCNC2=NC=C3C(N(CCCC1)C=C3C4CCOCC4)=N2,C12=NC=NC=C1C(C3CCOCC3)=CN2,O1CCC(CC1)c1c[nH]c2c1cncn2,Mer/Axl(IC50(nM)),Type-I,94/640,10.1021/acsmedchemlett.6b00221
MKI-325,8a,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(NC/C=C/C2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,1/0.5,10.1021/acsmedchemlett.5b00403
MKI-326,8b,O=C6NC[C@@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(NC/C=C/C7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,1.0/1.0,10.1021/acsmedchemlett.5b00403
MKI-327,9a,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(NC/C=C\C2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.06/0.07,10.1021/acsmedchemlett.5b00403
MKI-328,9b,O=C6NC[C@@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(NC/C=C\C7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,2.0/1.0,10.1021/acsmedchemlett.5b00403
MKI-329,10a,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(NCCCC2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.07/0.05,10.1021/acsmedchemlett.5b00403
MKI-330,10b,O=C6NC[C@@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(NCCCC7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.4/0.2,10.1021/acsmedchemlett.5b00403
MKI-331,8c,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(N[C@H](C)/C=C/C2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.3/0.05,10.1021/acsmedchemlett.5b00403
MKI-332,8d,O=C6NC[C@@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(N[C@@H](C)/C=C/C7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.6/0.3,10.1021/acsmedchemlett.5b00403
MKI-333,8e,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(N[C@H](C)/C=C\C2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.1/0.08,10.1021/acsmedchemlett.5b00403
MKI-334,9c,O=C6NC[C@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(NC/C(C)=C/C7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.3/0.5,10.1021/acsmedchemlett.5b00403
MKI-335,9d,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(NC/C(C)=C\C2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.4/0.2,10.1021/acsmedchemlett.5b00403
MKI-336,10c,O=C6NC[C@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(N[C@H](C)CCC7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.1/0.2,10.1021/acsmedchemlett.5b00403
MKI-337,10d,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(N[C@@H](C)CCC2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,1.0/0.4,10.1021/acsmedchemlett.5b00403
MKI-338,10e,O=C6NC[C@H]7C8=C6C=C(N8)C9=C%10C(N=C(C)C(NC[C@@H](C)CC7)=N%10)=CC=C9,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.3/0.3,10.1021/acsmedchemlett.5b00403
MKI-339,10f,O=C1NC[C@H]2C3=C1C=C(N3)C4=C5C(N=C(C)C(N[C@@H](C)CCC2)=N5)=CC=C4,O=C1NCCC2=C1C=C(N2)C3=C4C(N=C(C)C=N4)=CC=C3,C1NCc2c(C1)[nH]c(c2)c1cccc2c1nccn2,Pim-1/Pim-2 (IC50(nM)),Type-I,0.5/0.4,10.1021/acsmedchemlett.5b00403
MKI-340,2,C1(NC2=CC=C(OCCN3CCCC3)C4=C2)=NC=CC(C5=CC(COC/C=C/COC4)=CC=C5)=N1,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CC=C4)=N1,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,1,10.1021/acs.jmedchem.6b00157
MKI-341,31,OC(C(C=C1)=CC=C1NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4)=O,OC(C(C=C1)=CC=C1NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-342,32,O=C(O)C1=CC(NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4)=CC=C1,O=C(O)C1=CC(NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3)=CC=C1,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-343,33,O=C(O)C(C=C1)=CC=C1OCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(O)C(C=C1)=CC=C1OCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-344,34,O=C(O)C(CC1)CCN1CCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(O)C(CC1)CCN1CCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-345,36,O=C(CCCCCCC(O)=O)NC(C=C1)=CC=C1NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(CCCCCCC(O)=O)NC(C=C1)=CC=C1NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,2.31,10.1021/acs.jmedchem.6b00157
MKI-346,37,OC(CCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3)=O,OC(CCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,47,10.1021/acs.jmedchem.6b00157
MKI-347,38,OC(CCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3)=O,OC(CCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-348,39,OC(CCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3)=O,OC(CCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
